bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
5,5.0,1928,1456,1.5,0,0,3,6,1778,150,1911,0,98081,47.181,-121.4852,2239,1366,560000
3,4.0,1582,7050,2.0,0,0,2,8,1265,317,1949,0,98108,47.7651,-121.4282,1526,7768,647000
4,4.0,2400,10997,2.0,0,0,4,6,1821,579,1967,0,98166,47.5731,-122.4931,2860,8494,701000
3,4.0,2118,1398,2.0,0,4,4,8,2066,52,1960,0,98081,47.6961,-121.6097,1999,1752,750000
3,3.0,1913,11675,1.0,0,0,3,7,1538,375,1991,0,98127,47.55,-121.8413,2110,13971,615000
3,3.0,1829,5065,2.0,0,0,2,5,1439,390,1972,0,98098,47.393,-121.8122,1687,4719,509000
3,2.0,1814,11772,2.0,0,0,3,8,1576,238,2003,0,98132,47.1176,-121.937,1528,10702,600000
4,4.0,1933,4646,2.0,0,0,3,6,1362,571,1950,0,98178,47.7691,-121.6088,2191,4457,596000
3,3.0,1661,1000,2.0,0,0,3,6,1212,449,2019,0,98061,47.1497,-121.3002,1835,941,447000
2,2.0,1801,4352,2.0,0,0,3,7,1752,49,1995,0,98149,47.5271,-121.6474,2032,3720,547000
5,5.0,2217,11477,2.0,0,0,2,8,1932,285,1976,0,98036,47.1715,-121.6863,2039,14857,609000
3,2.0,2184,2404,1.5,0,0,4,6,2033,151,1997,2019,98102,47.2989,-121.7147,2362,2852,579000
3,2.0,1603,3603,2.5,0,0,3,6,1136,467,1982,0,98046,47.2301,-121.6657,1423,3101,536000
5,5.0,2898,4269,1.0,0,1,3,3,2369,529,1977,0,98095,47.4876,-122.0895,2332,5503,692000
4,4.0,1678,1000,3.0,0,4,3,7,1659,19,1904,0,98071,47.721,-122.1157,1924,709,700000
2,3.0,1476,18715,1.0,0,0,4,7,1074,402,1990,0,98044,47.5449,-121.5588,1490,18018,507000
5,5.0,2279,2390,1.0,0,0,3,6,1514,765,1927,0,98064,47.5649,-122.4363,2720,2490,665000
4,4.0,1675,7366,2.5,0,4,5,5,1347,328,1989,0,98146,47.7363,-121.5889,1598,5322,652000
3,2.0,1766,4585,1.0,0,2,3,7,1334,432,1909,0,98013,47.6246,-121.5234,2089,3653,554000
2,2.0,1603,13441,2.0,0,0,5,8,1064,539,1987,0,98013,47.7062,-121.8741,1677,11490,613000
4,4.0,1847,6801,2.5,0,1,4,8,1765,82,1980,0,98025,47.3915,-121.4078,1856,7700,650000
4,4.0,1650,4073,2.5,0,0,3,9,1644,6,1951,0,98005,47.7057,-121.9323,1520,5148,559000
3,3.0,1672,2405,3.0,0,0,5,3,1383,289,1979,1995,98128,47.5521,-122.2863,1890,2585,519000
5,4.0,2474,9305,1.0,0,0,3,10,2251,223,1916,0,98039,47.1949,-122.0663,2799,9655,694000
4,4.0,2264,1098,2.0,0,0,3,7,2136,128,1964,0,98157,47.1271,-121.413,2189,1122,598000
2,3.0,1585,8240,1.0,1,0,2,12,1395,190,1920,0,98108,47.2708,-121.3075,1729,7502,850000
3,3.0,1682,2040,1.5,0,0,3,6,1039,643,1953,0,98185,47.3648,-121.9938,1647,2441,560000
2,2.0,1857,13384,2.5,0,1,4,7,1231,626,2010,0,98174,47.6863,-122.2998,2035,13711,673000
4,4.0,2167,5592,1.5,0,0,4,7,1362,805,1948,0,98161,47.6189,-122.1564,2595,4686,685000
1,1.0,796,8228,2.0,0,0,3,7,500,296,2006,0,98138,47.7688,-121.836,720,6435,474000
3,3.0,1217,5248,2.0,1,0,3,9,879,338,1921,0,98186,47.4914,-121.8135,1282,6777,708000
4,4.0,2021,1210,2.0,0,0,3,8,1530,491,1968,0,98025,47.6234,-121.7439,1924,860,693000
5,5.0,2399,2469,3.0,0,0,4,12,1671,728,1963,0,98074,47.2927,-121.4976,2445,3111,834000
3,3.0,1988,8416,1.0,0,4,3,7,1244,744,1935,2022,98039,47.5757,-121.6465,2286,6994,693000
4,4.0,2239,5616,2.0,0,0,5,7,1818,421,2021,0,98016,47.5943,-122.187,2102,6147,741000
2,1.0,946,12642,2.5,0,0,3,5,671,275,1920,0,98188,47.6939,-122.0259,784,11137,412000
4,4.0,2152,6786,2.0,0,3,3,12,1976,176,1955,0,98156,47.4755,-121.4922,2409,8251,833000
2,1.0,1501,2268,1.0,0,0,4,7,905,596,1972,0,98172,47.5543,-121.7399,1534,2327,550000
3,3.0,2158,2600,2.0,0,3,3,8,2022,136,1990,0,98186,47.2421,-122.3003,2114,2040,703000
4,4.0,2366,5337,1.0,0,0,2,7,2323,43,1947,0,98032,47.6157,-122.1094,2066,4600,675000
2,2.0,1528,1000,1.0,0,0,3,7,1355,173,1975,0,98063,47.6869,-121.5507,1279,892,472000
2,2.0,1318,18746,2.5,0,0,2,10,1178,140,1917,0,98093,47.5156,-122.2935,1201,23087,529000
4,4.0,2216,6998,2.0,0,0,5,6,2157,59,2017,0,98045,47.181,-121.6707,2410,8118,685000
4,5.0,2475,13117,3.0,0,0,3,6,1692,783,1998,0,98053,47.319,-121.8238,2388,15711,738000
4,4.0,1700,1388,2.5,0,3,3,6,1696,4,1914,1985,98189,47.4329,-122.323,1748,1015,619000
4,5.0,1995,13302,2.0,0,1,3,8,1814,181,2013,0,98050,47.574,-121.6733,1661,13931,703000
3,2.0,1468,29296,1.0,0,1,2,5,1307,161,1943,0,98155,47.3242,-122.3292,1247,38070,457000
3,3.0,1814,1708,1.5,0,2,4,5,1350,464,1993,0,98026,47.6882,-122.0219,1459,2000,525000
3,3.0,2069,9110,1.0,0,0,5,6,1693,376,1944,0,98131,47.3603,-122.1297,2212,7037,598000
2,2.0,1121,4919,3.0,0,0,4,7,966,155,1996,0,98090,47.13,-121.672,1015,5447,414000
5,5.0,1783,1429,1.0,0,0,3,7,1512,271,1935,0,98039,47.6558,-121.5612,2116,1639,624000
3,3.0,1576,7290,1.0,1,2,3,5,1390,186,1939,0,98193,47.551,-122.298,1455,7352,724000
3,3.0,1974,9575,2.0,0,0,2,10,1249,725,1950,0,98163,47.6614,-121.5256,1866,7155,688000
3,2.0,1861,3038,1.0,0,0,4,10,1381,480,2016,0,98053,47.3442,-122.4913,1838,2190,689000
5,5.0,2628,12491,1.0,0,3,3,6,2033,595,1929,0,98174,47.1123,-121.8639,2438,15772,697000
2,3.0,1216,1295,2.0,0,0,3,8,856,360,1925,0,98196,47.1516,-121.8799,1370,1107,442000
3,3.0,1316,1487,1.0,0,0,5,7,880,436,1984,0,98022,47.1783,-121.7514,1514,1379,520000
3,3.0,1855,5482,1.0,0,0,3,6,1216,639,2000,2003,98188,47.6636,-122.2124,1492,6453,580000
4,5.0,1850,5016,1.5,0,0,1,6,1381,469,2006,0,98134,47.311,-122.4882,1964,5586,626000
1,2.0,1555,2770,2.0,0,1,2,7,1240,315,2020,0,98052,47.7985,-121.9543,1671,3549,594000
5,5.0,2671,9393,2.0,0,4,3,7,1670,1001,1930,0,98075,47.6309,-122.4143,3164,7098,874000
5,4.0,2326,7515,1.5,0,0,2,6,2276,50,2019,0,98073,47.5208,-121.4294,2205,8448,716000
3,2.0,1517,9765,2.0,0,0,3,8,1375,142,1955,0,98029,47.7885,-122.2916,1332,7317,595000
4,4.0,2072,4454,1.5,0,1,3,7,1849,223,1960,0,98171,47.3214,-121.9897,2089,3118,585000
5,5.0,2428,7959,3.0,0,0,3,8,1625,803,1916,0,98122,47.2159,-121.9792,2377,6145,746000
4,5.0,2435,3441,1.0,0,0,4,6,2049,386,1980,0,98162,47.6161,-121.8366,2719,3682,759000
2,3.0,1356,25414,2.0,0,3,3,7,1101,255,1997,2019,98159,47.2947,-121.561,1575,28101,555000
3,4.0,1481,2566,2.5,0,1,4,6,1471,10,1923,0,98086,47.7727,-121.9334,1236,2471,632000
4,4.0,2667,26482,2.5,0,0,3,7,2398,269,2021,0,98046,47.7916,-122.4691,3037,19269,758000
3,3.0,1715,5054,1.0,0,0,3,8,1424,291,1996,0,98004,47.7485,-121.5747,1996,5461,638000
4,5.0,2331,1635,1.0,0,1,5,8,2192,139,1903,0,98002,47.7613,-122.4014,2726,1229,759000
5,5.0,2318,14683,2.0,0,2,2,7,1535,783,1908,0,98133,47.531,-121.7301,2563,11527,667000
5,5.0,2609,5436,1.0,0,2,3,8,1581,1028,1901,0,98046,47.5845,-121.5359,2862,5477,814000
3,2.0,1793,9710,2.5,0,0,4,10,1571,222,1934,0,98079,47.166,-122.1608,1445,8780,590000
2,1.0,733,13083,2.0,0,3,3,7,500,233,2022,0,98147,47.6341,-121.9611,856,12806,512000
6,5.0,3505,6441,2.0,0,0,3,6,2265,1240,1937,0,98166,47.2414,-122.4828,3297,6963,795000
4,3.0,2487,3060,1.0,0,1,3,8,2233,254,1944,0,98059,47.6882,-121.5353,2031,2436,686000
2,2.0,1181,10728,2.0,0,0,4,5,836,345,1914,0,98072,47.7731,-121.6561,1140,13258,432000
5,4.0,2169,4918,2.0,0,0,4,9,1847,322,2006,0,98020,47.2487,-122.2223,2371,5094,762000
5,4.0,2604,8507,2.5,0,4,2,7,2518,86,1941,0,98196,47.1546,-122.0317,2544,6068,767000
3,2.0,1726,1000,1.0,0,0,2,7,1254,472,1902,0,98053,47.4387,-121.6656,1904,1077,523000
3,2.0,1807,7027,1.0,0,0,3,5,1241,566,1930,0,98107,47.6541,-122.0702,1814,6872,533000
3,2.0,1757,2949,1.5,1,2,3,7,1129,628,1951,0,98055,47.6394,-122.3051,1616,3306,806000
2,2.0,1452,18447,1.0,0,0,3,9,947,505,1940,0,98167,47.5878,-121.8778,1279,21591,636000
3,4.0,2134,8091,2.0,0,2,3,4,1334,800,1956,0,98121,47.6745,-121.6317,2067,10221,639000
4,3.0,2270,5954,3.0,0,0,3,7,1442,828,1941,0,98164,47.2225,-122.115,1849,7734,572000
1,1.0,585,7252,1.5,0,0,3,10,500,85,1952,0,98186,47.5564,-122.3539,567,7468,429000
3,3.0,2109,2211,2.5,0,3,5,7,1536,573,2018,0,98015,47.524,-121.5045,1745,2293,751000
3,2.0,2192,18009,1.0,0,0,3,7,1935,257,2020,0,98001,47.2074,-122.1966,2523,12849,558000
3,4.0,2646,24176,1.0,0,3,3,7,2509,137,1955,0,98095,47.3901,-121.8846,2726,29473,754000
5,4.0,2163,6730,1.0,0,0,3,7,1977,186,2022,0,98137,47.6968,-121.6704,2289,4827,695000
3,2.0,1773,17541,1.0,0,2,5,6,1440,333,1986,0,98151,47.7803,-122.1195,1623,18937,711000
3,2.0,1075,3117,3.0,0,0,4,4,689,386,1975,0,98180,47.5658,-121.7216,957,2366,409000
4,4.0,2266,2598,1.0,0,0,4,7,2003,263,1971,1998,98154,47.7454,-121.9483,2454,2264,750000
3,4.0,1536,5078,2.0,0,3,3,9,1145,391,1952,0,98188,47.1924,-121.8155,1641,3982,631000
2,2.0,1877,6960,2.0,0,0,4,5,1191,686,1984,0,98018,47.7825,-121.7913,1594,5446,621000
3,4.0,1468,3586,3.0,1,1,3,6,1375,93,1984,0,98105,47.1235,-121.511,1315,2671,764000
2,1.0,793,7557,1.0,0,2,3,7,583,210,1931,0,98186,47.4691,-121.7124,935,6731,439000
2,2.0,1159,6280,1.0,1,1,3,8,797,362,1980,0,98065,47.3037,-122.1828,1068,5992,668000
3,4.0,1107,2211,1.0,0,3,4,6,1050,57,1953,1996,98077,47.6697,-122.4285,897,2164,596000
3,2.0,1925,7443,1.5,0,0,4,9,1850,75,1936,0,98116,47.2523,-122.4976,1589,7174,558000
5,4.0,1880,9807,1.0,0,0,4,5,1383,497,1987,0,98069,47.1081,-121.4147,2087,9946,547000
3,4.0,1709,5637,2.5,0,0,5,10,1268,441,1907,0,98142,47.3902,-121.3695,1885,6854,616000
3,3.0,1077,12359,2.0,0,0,3,7,896,181,1981,0,98174,47.1449,-122.3871,1026,13336,481000
4,4.0,2004,1856,2.0,1,0,3,8,1790,214,1910,0,98197,47.3031,-121.9155,1726,1318,815000
1,1.0,1393,7146,2.0,0,0,1,7,871,522,1953,0,98075,47.5506,-122.3181,1392,5744,474000
4,5.0,2208,1927,1.0,0,0,4,8,1849,359,1959,0,98160,47.3063,-121.3615,2060,1752,669000
2,2.0,1041,2016,1.5,0,0,3,6,1021,20,2022,2018,98051,47.2721,-122.2038,989,2559,446000
6,5.0,2891,2967,3.0,0,0,4,5,2038,853,1909,0,98197,47.2088,-121.898,2615,2216,659000
2,3.0,1305,2313,2.5,0,2,3,7,1257,48,1989,0,98015,47.1946,-122.3013,1077,2605,608000
3,4.0,1842,3170,2.5,0,0,3,9,1805,37,2010,0,98181,47.4681,-122.1007,2057,2282,675000
2,3.0,890,4141,2.5,0,0,2,8,630,260,1969,0,98199,47.5771,-122.1798,932,3799,432000
6,5.0,3078,9602,1.0,0,3,3,7,2775,303,2014,0,98069,47.4169,-121.9295,3490,11158,780000
3,2.0,889,3801,1.0,0,0,4,7,618,271,1980,0,98015,47.1865,-121.9963,890,3445,402000
3,3.0,1511,1382,1.0,0,4,2,5,1352,159,1986,0,98030,47.5534,-122.103,1804,1324,579000
2,2.0,1154,12235,1.0,0,0,3,9,1060,94,1941,0,98078,47.49,-122.3729,1368,15210,518000
4,4.0,2290,2516,1.0,0,0,2,8,1600,690,1936,0,98152,47.3669,-121.9186,2081,1861,606000
2,2.0,1307,4689,2.0,0,1,3,8,1158,149,1991,0,98035,47.331,-121.4798,1248,4767,485000
5,5.0,2078,7025,2.0,0,2,3,7,1922,156,1979,2017,98069,47.2282,-121.6237,2288,6461,743000
2,2.0,1005,5766,2.5,0,0,3,10,747,258,1975,0,98140,47.2024,-121.6353,1116,7371,444000
2,1.0,1360,11794,2.0,0,3,4,9,907,453,1957,0,98046,47.3371,-122.0607,1583,13872,600000
1,1.0,876,7210,3.0,0,0,3,8,558,318,1984,0,98126,47.1291,-121.6499,929,5575,403000
3,3.0,1526,2467,1.0,0,0,3,7,1267,259,1958,2002,98197,47.4056,-121.9414,1511,3100,505000
3,4.0,1556,28081,1.0,0,0,3,7,1542,14,1923,0,98164,47.5211,-122.3197,1480,23215,535000
2,1.0,1509,5741,2.0,0,0,3,7,1402,107,1927,0,98085,47.7592,-121.9971,1460,4311,518000
4,3.0,1945,4368,1.0,0,0,3,7,1506,439,1936,0,98048,47.5381,-122.3407,2218,4477,583000
3,3.0,1674,10627,1.0,0,3,3,6,1364,310,1920,0,98067,47.5369,-122.3626,1995,12136,628000
3,2.0,2351,6000,1.0,0,0,3,7,1673,678,1932,1995,98182,47.3621,-122.4723,1930,6778,609000
3,3.0,1273,6764,1.0,0,0,4,7,847,426,1901,0,98089,47.1933,-122.1606,1314,6902,407000
3,3.0,1144,36089,2.0,0,0,3,7,907,237,2000,0,98164,47.4129,-122.103,1153,35932,494000
3,3.0,1935,3944,1.5,0,3,4,6,1520,415,2018,1986,98052,47.5191,-121.6607,1839,5055,629000
2,2.0,1096,3812,2.0,1,4,5,8,886,210,1982,0,98022,47.6068,-121.8544,1250,4545,749000
2,3.0,1205,5395,2.0,0,2,3,7,1182,23,1927,0,98166,47.6783,-121.4699,1242,6038,607000
5,5.0,2266,11582,1.5,0,4,3,5,1907,359,1914,0,98099,47.2791,-122.2882,2097,9464,679000
5,4.0,2422,1473,1.0,0,2,3,7,2040,382,1900,0,98190,47.2689,-122.1809,2368,1756,644000
3,2.0,2180,1020,1.0,0,4,3,9,1420,760,2006,0,98193,47.4957,-121.3707,2055,1173,763000
3,3.0,1941,3073,1.0,0,1,4,8,1938,3,1927,0,98131,47.4962,-121.9671,1887,3980,647000
4,5.0,2359,1330,2.0,0,0,4,6,2145,214,1949,0,98088,47.2526,-121.5531,1954,1037,654000
3,3.0,1275,3499,2.0,1,0,3,10,1212,63,1934,0,98136,47.5112,-121.9094,1077,3951,744000
1,1.0,555,7347,2.0,0,0,3,5,500,55,1995,0,98118,47.3421,-121.9347,582,9459,253000
2,1.0,500,2410,1.0,0,0,2,10,500,0,1927,1976,98039,47.5475,-122.3223,537,2356,396000
4,4.0,1857,1570,2.0,1,0,3,6,1502,355,1908,0,98018,47.3037,-121.4786,1958,1790,707000
4,4.0,2387,5195,2.0,0,0,4,3,1618,769,1923,0,98105,47.5146,-122.406,2638,6677,598000
1,2.0,1055,9799,2.0,0,3,3,7,924,131,1962,0,98131,47.6378,-122.1277,1242,10078,548000
2,3.0,1234,1267,2.0,0,0,3,7,1186,48,1903,0,98146,47.7861,-121.6918,1412,1418,588000
2,2.0,1293,9473,2.0,0,2,4,7,860,433,1955,0,98080,47.7377,-121.8913,1251,6745,606000
4,5.0,1893,9451,2.0,0,1,3,8,1201,692,2008,0,98117,47.4525,-121.4423,1679,9563,585000
1,1.0,961,10544,2.0,0,4,3,9,860,101,1940,0,98001,47.4418,-122.4528,889,8999,554000
2,2.0,1530,13027,1.0,0,3,3,7,1085,445,1966,0,98117,47.4064,-121.7207,1584,10145,630000
4,3.0,1615,28613,2.0,0,2,3,7,1372,243,1947,0,98128,47.1194,-121.927,1845,32194,559000
2,2.0,1390,3696,1.0,0,0,4,6,1221,169,1985,0,98026,47.2162,-122.3148,1502,2674,518000
4,4.0,2380,5365,1.0,0,0,4,5,1734,646,2003,0,98180,47.1414,-121.6081,2421,6668,572000
2,2.0,1175,3522,3.0,0,0,1,8,1088,87,1957,0,98012,47.5874,-122.0064,1223,3560,475000
2,3.0,1510,4923,3.0,0,2,5,5,1238,272,1938,0,98038,47.3893,-121.8621,1527,5361,541000
2,3.0,2144,16752,1.0,0,3,3,8,2032,112,2020,0,98085,47.1446,-121.3393,2548,14274,677000
4,4.0,2069,1676,1.5,0,2,4,7,1873,196,2018,0,98169,47.5834,-121.9165,2331,1356,758000
5,5.0,2618,2468,1.0,0,0,4,6,2480,138,2012,0,98053,47.5511,-121.512,2913,2089,749000
4,3.0,1879,14791,2.0,0,0,3,7,1143,736,1924,0,98013,47.604,-121.5765,1892,12415,611000
3,4.0,1754,11115,2.5,0,0,4,6,1223,531,1959,0,98128,47.5199,-121.7047,1636,13546,693000
4,5.0,2238,3676,3.0,0,0,3,7,1423,815,2011,0,98076,47.2131,-121.4238,1808,4310,657000
2,2.0,1358,9735,2.0,0,0,3,8,1055,303,2016,0,98013,47.143,-122.1981,1110,11795,558000
3,3.0,1394,6457,1.5,0,0,4,7,1333,61,1985,0,98146,47.672,-121.5151,1132,7367,580000
5,5.0,2562,16321,2.0,0,2,4,6,2016,546,2013,0,98147,47.2511,-122.0467,3054,17727,745000
1,1.0,1339,5217,1.0,0,0,4,8,1259,80,2011,1995,98147,47.4798,-121.525,1133,5304,528000
2,3.0,1435,11165,3.0,0,0,4,6,1049,386,1946,0,98198,47.4397,-121.9075,1230,9594,487000
2,1.0,1589,40685,2.5,0,4,3,8,1169,420,1997,0,98048,47.7447,-121.4707,1579,45698,687000
1,1.0,829,7931,2.0,0,0,3,7,794,35,1960,0,98199,47.4867,-121.4262,823,6202,407000
2,2.0,1525,5113,1.0,0,0,5,7,1175,350,1983,0,98071,47.506,-121.7828,1781,5147,565000
3,3.0,1784,8760,1.0,0,0,3,9,1634,150,1999,0,98156,47.3237,-121.8908,1480,7158,613000
3,3.0,1415,3669,1.0,0,0,4,8,983,432,2000,1978,98092,47.7711,-121.5601,1674,3679,668000
5,5.0,2596,33202,2.5,0,0,3,5,2543,53,2002,0,98147,47.5287,-122.1796,2301,29096,692000
4,5.0,1802,5676,2.0,0,0,4,6,1495,307,1926,0,98086,47.1035,-122.4816,2141,4155,526000
3,4.0,1510,3951,1.0,0,0,3,9,1365,145,2010,0,98083,47.4893,-122.0115,1535,3960,621000
3,2.0,1757,2519,2.0,1,0,5,4,1117,640,2012,2019,98048,47.3547,-121.8907,1864,2038,667000
3,3.0,1789,11823,2.5,0,0,3,7,1426,363,1995,0,98029,47.1225,-122.1433,1657,9419,592000
3,2.0,1343,9835,1.0,1,3,5,8,1290,53,1941,0,98176,47.4021,-122.04,1403,9153,819000
3,4.0,2016,3301,2.5,0,0,1,7,1917,99,1951,0,98019,47.6415,-122.3403,2186,3027,619000
4,4.0,2272,7794,2.5,0,3,3,8,1406,866,1992,0,98099,47.4527,-122.1673,1827,9510,785000
3,3.0,1489,1470,3.0,0,0,4,8,1074,415,2004,0,98047,47.5476,-122.2119,1212,1527,643000
3,3.0,1239,5699,1.5,0,0,4,8,963,276,1947,0,98089,47.5478,-122.1388,1480,6911,575000
3,2.0,1657,7060,1.0,0,2,5,8,1108,549,1931,0,98060,47.5697,-122.1411,1629,5564,769000
3,3.0,1566,19262,1.5,0,0,1,8,1397,169,1923,0,98176,47.3713,-121.8292,1839,17613,476000
5,4.0,2534,2653,1.0,0,0,1,7,1707,827,1902,0,98148,47.359,-122.1993,2767,2741,723000
4,4.0,1991,1767,1.0,0,1,3,7,1471,520,2017,0,98147,47.1032,-121.3708,1890,1399,592000
2,3.0,698,2401,2.0,0,0,2,8,604,94,1926,0,98042,47.208,-121.8865,601,1865,367000
5,5.0,2383,1687,2.0,0,2,5,9,1889,494,1972,0,98077,47.7656,-122.3452,2839,1850,873000
3,4.0,1608,14319,2.5,0,3,3,6,1440,168,1939,0,98076,47.6897,-122.1645,1662,15641,639000
5,4.0,2690,16965,1.0,0,0,3,7,2648,42,1922,0,98177,47.2926,-121.6243,2359,14259,754000
4,3.0,1891,6350,2.0,0,0,2,10,1223,668,1906,0,98143,47.3808,-122.4836,2028,5310,591000
3,3.0,2204,13056,2.0,0,0,3,7,1948,256,1980,0,98188,47.7579,-121.3746,1844,14979,573000
1,1.0,500,5471,2.0,1,4,3,6,500,0,1936,0,98068,47.2753,-121.9658,574,4214,637000
3,4.0,2093,4555,2.5,1,2,2,8,1603,490,1906,0,98079,47.4728,-121.8747,1750,5712,815000
3,2.0,1633,3765,2.0,0,3,3,12,1001,632,1993,0,98155,47.1155,-121.3139,1461,4767,746000
4,3.0,2358,3834,3.0,0,0,3,8,1543,815,1976,0,98075,47.5338,-121.8959,1973,4687,790000
3,4.0,1724,1425,1.0,0,2,5,8,1255,469,1981,0,98183,47.7511,-121.3627,1451,1178,747000
2,3.0,1642,6072,2.0,0,0,3,6,1210,432,1994,0,98087,47.7193,-121.4017,1658,4312,594000
4,5.0,1984,4759,1.0,0,0,3,9,1904,80,1921,0,98015,47.4514,-121.3704,2132,6006,701000
6,5.0,2570,8922,1.0,0,3,5,7,2305,265,1977,0,98180,47.5547,-121.5252,2867,8087,813000
3,3.0,2126,5297,1.0,0,0,4,9,2102,24,1981,0,98159,47.4989,-122.1443,2292,4694,618000
2,1.0,1266,4315,1.0,0,4,5,6,1063,203,1998,1971,98090,47.1469,-122.0843,1197,3698,497000
3,3.0,1766,2448,1.0,0,0,5,5,1230,536,1916,0,98007,47.2111,-122.062,1806,2073,474000
1,1.0,1270,5207,1.0,0,2,3,7,928,342,1918,0,98013,47.7747,-121.325,1487,5940,482000
5,5.0,2190,8871,1.0,0,0,4,6,1594,596,1994,1994,98182,47.2792,-122.0671,2092,11042,648000
2,2.0,1479,1969,3.0,0,0,3,8,1081,398,1938,0,98013,47.3691,-122.3696,1333,2307,466000
3,3.0,1523,5271,1.0,1,0,3,10,1324,199,2016,0,98148,47.4563,-121.566,1535,5822,854000
3,4.0,1660,5922,2.0,0,0,4,8,1348,312,1935,0,98010,47.7854,-122.0607,1525,5168,644000
3,4.0,1722,2767,1.0,0,0,3,9,1299,423,1914,0,98124,47.583,-121.7549,1558,2845,606000
4,4.0,1650,3071,3.0,0,1,4,7,1088,562,1962,0,98180,47.5407,-121.3908,1834,2586,630000
4,4.0,1866,5911,2.5,0,0,4,8,1136,730,1928,0,98165,47.4671,-121.8094,2158,4533,647000
2,2.0,1705,1985,2.0,0,0,3,9,1172,533,1959,0,98180,47.5905,-121.7348,1707,1533,579000
1,1.0,1166,6502,2.0,0,0,4,8,750,416,1955,0,98126,47.5648,-121.7286,1296,6907,459000
2,2.0,1281,2401,1.0,0,0,3,7,1171,110,1939,0,98027,47.732,-121.7651,1121,1736,450000
5,4.0,2573,11502,3.0,0,2,3,7,1660,913,1915,0,98162,47.4793,-122.3083,2622,14768,720000
5,5.0,2412,31897,2.5,0,3,4,8,2146,266,1932,0,98100,47.3951,-121.9523,2543,41379,773000
3,4.0,2107,2469,2.5,0,0,3,6,1589,518,1988,0,98190,47.665,-122.4908,2099,1950,657000
4,4.0,2040,7535,2.0,0,0,4,8,1284,756,1915,0,98016,47.6598,-121.7485,1727,7206,735000
4,4.0,2170,2748,1.0,0,2,3,10,2007,163,1929,0,98059,47.2189,-121.8096,2373,3190,664000
2,3.0,1644,11302,2.5,0,0,3,7,1368,276,2020,0,98021,47.2658,-122.1182,1867,14388,597000
5,5.0,2267,1786,1.0,0,0,4,8,1574,693,1997,0,98016,47.771,-121.8713,2390,2205,703000
3,3.0,2168,7219,2.0,0,0,3,8,2077,91,1965,0,98013,47.4109,-121.9083,1881,6157,669000
3,4.0,1241,2445,1.0,0,0,3,8,767,474,2003,1987,98033,47.4638,-122.1989,1030,1836,480000
3,3.0,2189,4165,3.0,0,0,3,7,1490,699,1943,0,98182,47.3171,-122.1481,2015,3637,590000
1,2.0,788,2154,1.0,0,0,4,9,710,78,2006,0,98069,47.4367,-121.585,642,2073,478000
2,3.0,1227,9489,1.0,0,0,2,7,1084,143,1937,0,98155,47.6203,-121.5931,1393,8692,495000
4,3.0,1533,2516,2.0,0,0,4,5,1097,436,1950,0,98052,47.4376,-121.9363,1658,2929,542000
2,1.0,1164,7643,2.0,0,0,3,9,727,437,1959,0,98065,47.3203,-121.639,1194,6532,458000
4,5.0,1788,3732,2.0,0,0,4,8,1686,102,1917,1986,98044,47.1672,-121.959,2067,4535,646000
2,1.0,1118,4485,1.0,0,0,5,9,811,307,1904,0,98158,47.7498,-121.4784,944,3747,591000
3,2.0,1659,5531,1.0,1,0,3,6,1125,534,2010,0,98151,47.7102,-122.1006,1801,5071,750000
3,3.0,1987,2672,2.0,0,3,3,5,1602,385,1939,0,98079,47.654,-121.3872,1706,2588,573000
3,3.0,1762,5816,3.0,0,0,4,10,1699,63,1905,2001,98016,47.5858,-121.8493,1453,5087,605000
4,5.0,2192,16718,2.5,0,1,4,6,1353,839,1975,0,98183,47.4609,-121.8572,1870,19390,703000
3,4.0,1371,2637,2.0,0,0,3,8,1243,128,2014,0,98018,47.7282,-121.695,1618,2494,587000
3,4.0,1436,12550,3.0,0,1,4,8,1190,246,1911,0,98017,47.6542,-122.091,1402,15464,585000
3,2.0,2240,16293,1.5,0,0,4,8,1725,515,1911,0,98052,47.6712,-121.6308,1836,20825,675000
4,4.0,1879,2558,2.0,0,0,4,6,1687,192,1972,0,98173,47.3167,-122.1155,1942,3110,578000
5,5.0,2997,1534,2.0,0,2,4,8,2956,41,2019,0,98056,47.3964,-122.023,2637,1555,888000
4,4.0,2027,6258,1.5,0,0,3,9,1402,625,2005,0,98093,47.5948,-121.6904,1627,6295,680000
2,1.0,1301,3172,2.0,0,2,5,7,855,446,1921,0,98182,47.3597,-122.0459,1435,2631,598000
1,1.0,1221,21914,2.0,0,0,3,7,1178,43,1948,0,98009,47.4458,-122.26,1052,23127,414000
3,3.0,2082,5054,1.0,0,4,2,7,1806,276,1949,0,98145,47.5526,-121.4537,2451,6427,684000
3,4.0,1667,2587,1.0,1,2,3,5,1292,375,1979,0,98027,47.4064,-121.3934,1729,1936,654000
2,2.0,1184,1963,1.0,0,4,3,9,982,202,1903,0,98037,47.6551,-121.7479,988,2260,552000
3,3.0,1683,11754,2.0,0,0,3,9,1512,171,1949,0,98022,47.1814,-121.5266,1493,14360,533000
3,3.0,1801,3112,1.0,0,0,3,12,1637,164,1902,0,98072,47.6026,-121.316,1881,4021,678000
